abn,entity_name,entity_type,entity_status,entity_address,entity_postcode,entity_state,entity_start_date,acn,trading_names
99131055227,Toowoomba Manufacturing Group,LTD,Active,"978 Brown Rd, Adelaide",7435,QLD,2017-03-05,478381834,
50501213832,Darwin Transport Co Pty Ltd,IND,Active,"633 Taylor Ct, Sydney",9529,ACT,2014-08-11,828310164,Darwin Transport Co Trading
86540079125,Brisbane Software Systems Corp,IND,Cancelled,"906 Taylor Ct, Perth",5465,ACT,1993-02-26,177600001,
12318194383,Cairns Agriculture Corp,IND,Cancelled,"825 Wilson Dr, Melbourne",2561,QLD,2018-10-11,470780432,Cairns Agriculture Trading
56608343216,Ballarat Mining Ltd,COOP,Cancelled,"62 Jones Ave, Sydney",9536,NT,1997-02-27,355266594,
24634241586,Brisbane Software Systems Group,PART,Deregistered,"471 Brown Rd, Adelaide",9817,TAS,2005-10-24,201358892,
63417957374,Bendigo Financial Services Corp,IND,Active,"688 Smith St, Melbourne",3807,ACT,1992-04-24,577299070,
99584611778,Wollongong Steel Works Group,COOP,Active,"666 Wilson Dr, Perth",6710,ACT,2011-07-24,949033810,
11581788147,Sydney Manufacturing Co Pty Ltd,COOP,Cancelled,"969 Taylor Ct, Perth",1514,TAS,2020-06-08,808532460,
99702512104,Adelaide Healthcare Ltd,IND,Active,"945 Taylor Ct, Melbourne",4703,WA,2003-12-03,675396563,Adelaide Healthcare Trading
31464515308,Cairns Agriculture Pty Ltd,LTD,Deregistered,"877 Wilson Dr, Brisbane",2361,WA,2021-09-22,617257675,
12662175221,Darwin Transport Co Ltd,IND,Deregistered,"590 Taylor Ct, Perth",6510,VIC,2023-09-28,438990284,Darwin Transport Co Trading
89207676093,Sydney Manufacturing Co Pty Ltd,CORP,Deregistered,"954 Wilson Dr, Adelaide",2215,VIC,1990-09-25,276060138,
49191808309,Tech Solutions Australia Group,PART,Deregistered,"220 Taylor Ct, Sydney",5408,SA,2009-01-06,795523530,
15919390356,Geelong Automotive Corp,PART,Cancelled,"947 Smith St, Canberra",4736,WA,2003-02-23,413537604,
46809952377,Darwin Transport Co Corp,CORP,Active,"745 Smith St, Brisbane",8509,VIC,2015-04-04,616129473,
98789539897,Wollongong Steel Works Group,PART,Cancelled,"237 Smith St, Adelaide",1995,TAS,2001-12-28,993187561,
72207851133,Adelaide Healthcare Pty Ltd,IND,Active,"509 Wilson Dr, Perth",2397,ACT,2002-01-13,829285164,
89917732586,Gold Coast Tourism Ltd,COOP,Cancelled,"935 Brown Rd, Canberra",1663,QLD,1994-03-23,814952815,Gold Coast Tourism Trading
84279363072,Gold Coast Tourism Group,COOP,Deregistered,"232 Taylor Ct, Melbourne",8708,ACT,2013-02-03,158180258,
74838623851,Adelaide Healthcare Corp,LTD,Deregistered,"51 Wilson Dr, Brisbane",5335,WA,2016-07-11,334931761,Adelaide Healthcare Trading
42494910677,Cairns Agriculture Corp,CORP,Cancelled,"911 Jones Ave, Adelaide",5804,NSW,1990-03-08,437932655,
79430308788,Canberra Education Services Ltd,COOP,Active,"697 Wilson Dr, Canberra",9873,NSW,2016-08-26,161265360,
94729587800,Hobart Fisheries Group,IND,Deregistered,"783 Jones Ave, Sydney",6186,WA,2014-11-25,666667365,
38865965390,Bendigo Financial Services Corp,LTD,Deregistered,"358 Smith St, Sydney",1823,NT,2001-06-03,434844271,Bendigo Financial Services Trading
45860913186,Brisbane Software Systems Ltd,CORP,Active,"125 Brown Rd, Adelaide",1455,WA,2015-06-16,366966260,
78570018593,Toowoomba Manufacturing Pty Ltd,PART,Deregistered,"513 Smith St, Perth",7904,SA,1999-05-05,333878282,Toowoomba Manufacturing Trading
34260281873,Rockhampton Resources Corp,PART,Active,"137 Brown Rd, Perth",1082,WA,1994-12-01,703957055,
69965188199,Wollongong Steel Works Group,COOP,Deregistered,"61 Jones Ave, Brisbane",9258,QLD,2002-04-17,891383348,
59876567773,Ballarat Mining Corp,COOP,Deregistered,"358 Brown Rd, Melbourne",4914,SA,1999-01-03,306819731,
64259042830,Toowoomba Manufacturing Ltd,PTY,Deregistered,"992 Smith St, Adelaide",4721,NSW,1995-10-07,662918429,
70785319468,Newcastle Construction Pty Ltd,CORP,Active,"382 Smith St, Brisbane",6243,WA,2011-01-16,705601241,Newcastle Construction Trading
90456888972,Townsville Marine Services Ltd,PTY,Deregistered,"713 Jones Ave, Melbourne",2256,QLD,2001-12-25,360136991,
36653060836,Wollongong Steel Works Pty Ltd,LTD,Cancelled,"975 Taylor Ct, Adelaide",9972,WA,1996-07-24,497583603,
20180026341,Newcastle Construction Group,CORP,Cancelled,"84 Wilson Dr, Sydney",7654,SA,2013-11-13,885399202,
50560919779,Perth Mining Services Group,PTY,Active,"194 Smith St, Melbourne",7599,VIC,2021-07-25,307086248,
54717872017,Perth Mining Services Corp,PTY,Deregistered,"678 Wilson Dr, Sydney",7422,VIC,2004-12-17,890629849,
93321637143,Rockhampton Resources Corp,PART,Cancelled,"985 Taylor Ct, Adelaide",2344,SA,2009-10-06,770226667,Rockhampton Resources Trading
59758363823,Geelong Automotive Pty Ltd,PTY,Active,"53 Taylor Ct, Sydney",4496,VIC,2004-11-15,297849683,
69519160824,Geelong Automotive Ltd,COOP,Active,"241 Taylor Ct, Perth",4897,VIC,1995-09-02,823714064,Geelong Automotive Trading
28674795369,Ballarat Mining Corp,PART,Active,"262 Jones Ave, Sydney",8931,VIC,2022-12-09,802985693,
45721954671,Newcastle Construction Ltd,PTY,Cancelled,"841 Brown Rd, Perth",5612,QLD,2014-08-07,132882317,
99822959772,Bendigo Financial Services Pty Ltd,PTY,Active,"27 Jones Ave, Sydney",9074,NSW,2005-05-17,932316503,Bendigo Financial Services Trading
48385113343,Perth Mining Services Pty Ltd,LTD,Active,"630 Jones Ave, Sydney",6665,TAS,2003-12-04,334858702,
10265973960,Canberra Education Services Pty Ltd,IND,Deregistered,"535 Taylor Ct, Sydney",1681,ACT,2015-03-16,897066515,
44119948701,Sydney Manufacturing Co Ltd,IND,Active,"638 Taylor Ct, Adelaide",8989,WA,2023-12-25,476971120,
23632452896,Canberra Education Services Corp,COOP,Active,"967 Wilson Dr, Canberra",9364,NSW,2008-04-16,184135087,
72765671959,Brisbane Software Systems Corp,COOP,Cancelled,"591 Taylor Ct, Melbourne",1540,WA,2001-12-17,113296655,Brisbane Software Systems Trading
80392891870,Hobart Fisheries Corp,IND,Deregistered,"810 Taylor Ct, Sydney",2127,NT,2011-11-17,706618587,Hobart Fisheries Trading
37306114981,Ballarat Mining Pty Ltd,CORP,Active,"335 Taylor Ct, Sydney",8301,NSW,2003-12-25,654036954,Ballarat Mining Trading
90200780929,Canberra Education Services Pty Ltd,PTY,Cancelled,"115 Taylor Ct, Canberra",6438,NT,2004-03-01,506796126,
62708232248,Newcastle Construction Corp,IND,Deregistered,"184 Brown Rd, Perth",5551,NSW,2009-07-25,632548811,
71661439152,Launceston Timber Group,TRUST,Deregistered,"628 Brown Rd, Perth",3331,WA,2012-06-04,584696028,
64961298907,Darwin Transport Co Pty Ltd,PTY,Deregistered,"945 Taylor Ct, Perth",8091,NSW,2019-01-11,173362826,
15101302354,Melbourne Consulting Group Corp,LTD,Active,"436 Smith St, Perth",2752,ACT,2015-02-04,343071914,
99162791868,Newcastle Construction Ltd,IND,Cancelled,"106 Wilson Dr, Melbourne",1918,WA,2007-01-19,230758951,
73724555668,Perth Mining Services Corp,LTD,Cancelled,"610 Wilson Dr, Sydney",5197,TAS,2022-06-08,244084782,
70631735718,Gold Coast Tourism Pty Ltd,PTY,Active,"167 Taylor Ct, Melbourne",4888,NSW,1991-09-19,363644605,Gold Coast Tourism Trading
53375927558,Townsville Marine Services Corp,PART,Deregistered,"610 Brown Rd, Adelaide",7825,QLD,2023-03-08,325907025,
36164833090,Ballarat Mining Pty Ltd,TRUST,Cancelled,"801 Smith St, Sydney",6009,QLD,1998-12-17,391099769,
66903914958,Adelaide Healthcare Group,CORP,Active,"204 Taylor Ct, Canberra",1979,WA,2024-08-06,882659256,
41100296056,Townsville Marine Services Ltd,COOP,Active,"380 Smith St, Perth",6443,WA,2003-12-21,340340426,
62143125657,Cairns Agriculture Corp,PART,Deregistered,"173 Wilson Dr, Adelaide",7391,SA,1993-08-16,323740668,Cairns Agriculture Trading
28901443821,Rockhampton Resources Corp,COOP,Active,"153 Brown Rd, Melbourne",5323,NT,2018-03-02,771900350,
67748868867,Gold Coast Tourism Ltd,LTD,Deregistered,"665 Wilson Dr, Sydney",2286,WA,2016-07-11,971889402,
56851901783,Melbourne Consulting Group Group,COOP,Cancelled,"400 Taylor Ct, Melbourne",3227,NSW,1992-06-23,949155745,
55292039444,Canberra Education Services Group,COOP,Deregistered,"909 Jones Ave, Melbourne",3062,NSW,2008-09-09,468034836,
45953497193,Sydney Manufacturing Co Group,COOP,Cancelled,"952 Brown Rd, Brisbane",4850,NT,2009-02-27,425571499,
93814190098,Gold Coast Tourism Group,PTY,Deregistered,"928 Taylor Ct, Melbourne",9228,SA,2018-05-25,274849196,Gold Coast Tourism Trading
64833110899,Launceston Timber Group,PTY,Cancelled,"155 Brown Rd, Perth",2292,WA,2012-01-28,687678011,Launceston Timber Trading
56709061706,Townsville Marine Services Pty Ltd,LTD,Deregistered,"495 Smith St, Sydney",1759,VIC,2023-01-21,540432730,Townsville Marine Services Trading
82966330700,Brisbane Software Systems Group,COOP,Active,"871 Smith St, Brisbane",4123,VIC,2024-10-07,232860970,
76758764826,Darwin Transport Co Group,LTD,Deregistered,"826 Taylor Ct, Perth",2123,QLD,1998-07-19,147705403,Darwin Transport Co Trading
51430760577,Toowoomba Manufacturing Corp,IND,Cancelled,"537 Taylor Ct, Brisbane",1353,ACT,2010-09-25,212584724,
88925935927,Sydney Manufacturing Co Corp,IND,Active,"741 Taylor Ct, Canberra",3238,NSW,1990-05-13,492726919,
82446319161,Townsville Marine Services Pty Ltd,COOP,Cancelled,"235 Brown Rd, Melbourne",6779,WA,2012-02-04,592997444,Townsville Marine Services Trading
81584805409,Bendigo Financial Services Corp,PTY,Cancelled,"520 Brown Rd, Canberra",9221,WA,2001-05-24,660599144,
69242033107,Hobart Fisheries Group,CORP,Deregistered,"218 Brown Rd, Brisbane",3045,ACT,2022-10-16,702490027,Hobart Fisheries Trading
80165188465,Tech Solutions Australia Corp,PTY,Active,"610 Taylor Ct, Brisbane",8347,VIC,1991-05-22,704111543,
59584397154,Gold Coast Tourism Group,PTY,Deregistered,"529 Smith St, Sydney",7259,TAS,2019-01-04,547864340,
60930898311,Ballarat Mining Group,TRUST,Deregistered,"598 Jones Ave, Canberra",9754,NSW,2023-09-16,763303730,
53805710760,Canberra Education Services Pty Ltd,LTD,Deregistered,"661 Wilson Dr, Canberra",6399,NSW,2018-07-01,622848062,
26655782699,Tech Solutions Australia Pty Ltd,TRUST,Cancelled,"458 Taylor Ct, Perth",4971,NT,2017-04-19,738473676,Tech Solutions Australia Trading
99340030903,Cairns Agriculture Ltd,PART,Cancelled,"634 Brown Rd, Melbourne",6471,NSW,2023-10-13,925206896,Cairns Agriculture Trading
33380904161,Perth Mining Services Ltd,PART,Deregistered,"706 Wilson Dr, Perth",1300,ACT,2017-04-18,970740343,
86332190131,Ballarat Mining Corp,PTY,Active,"790 Wilson Dr, Perth",2006,ACT,1998-11-16,145103013,
90236093673,Canberra Education Services Pty Ltd,LTD,Deregistered,"9 Brown Rd, Sydney",1537,NT,1995-12-26,237306033,Canberra Education Services Trading
91650873352,Townsville Marine Services Ltd,IND,Active,"980 Wilson Dr, Adelaide",1895,TAS,2016-02-05,338940977,
24620487663,Geelong Automotive Ltd,PART,Deregistered,"55 Smith St, Canberra",4740,NT,1998-09-28,830050036,
54584681420,Geelong Automotive Ltd,PART,Deregistered,"180 Wilson Dr, Perth",7044,ACT,2004-02-21,880748336,Geelong Automotive Trading
18858642758,Perth Mining Services Pty Ltd,TRUST,Active,"54 Taylor Ct, Canberra",1377,QLD,2018-07-17,445971271,
22617923901,Toowoomba Manufacturing Ltd,TRUST,Cancelled,"665 Jones Ave, Perth",1485,QLD,1991-04-27,797532596,
19478154762,Geelong Automotive Ltd,TRUST,Active,"916 Smith St, Perth",9556,NT,2012-07-13,646260686,Geelong Automotive Trading
82305294334,Adelaide Healthcare Pty Ltd,LTD,Active,"621 Smith St, Canberra",7831,NSW,2017-03-21,848788479,
81105424129,Cairns Agriculture Ltd,COOP,Active,"623 Brown Rd, Sydney",4088,WA,2006-06-11,264396292,Cairns Agriculture Trading
28124109352,Brisbane Software Systems Ltd,LTD,Cancelled,"584 Wilson Dr, Brisbane",6886,NT,2010-09-01,770799558,
37814173530,Bendigo Financial Services Group,PART,Deregistered,"339 Jones Ave, Canberra",1649,NSW,2023-11-05,396373849,
85516115282,Rockhampton Resources Corp,CORP,Cancelled,"173 Brown Rd, Adelaide",9525,VIC,2011-12-06,680142205,
76511158571,Gold Coast Tourism Ltd,PART,Cancelled,"100 Wilson Dr, Sydney",2910,VIC,2009-01-15,290571978,Gold Coast Tourism Trading
15724769043,Wollongong Steel Works Corp,IND,Cancelled,"582 Taylor Ct, Adelaide",8007,NT,2018-02-26,888925388,
99871830625,Ballarat Mining Corp,PART,Active,"49 Wilson Dr, Perth",1247,VIC,1998-11-05,853584205,Ballarat Mining Trading
46530144094,Perth Mining Services Pty Ltd,LTD,Cancelled,"629 Brown Rd, Melbourne",1043,NSW,2017-07-20,178953213,
13435700209,Townsville Marine Services Corp,LTD,Active,"321 Brown Rd, Adelaide",4493,SA,2024-06-08,799777175,
52376699996,Perth Mining Services Ltd,COOP,Cancelled,"898 Brown Rd, Perth",1243,NT,2017-04-06,571634603,
78401168594,Darwin Transport Co Ltd,CORP,Active,"986 Wilson Dr, Adelaide",1383,NSW,1993-02-27,560610864,
39791778686,Adelaide Healthcare Ltd,PTY,Cancelled,"377 Wilson Dr, Adelaide",4560,SA,2009-03-10,991497133,
72290461971,Townsville Marine Services Group,COOP,Active,"169 Jones Ave, Perth",2121,SA,1992-08-02,852258768,
37182535772,Rockhampton Resources Corp,PART,Deregistered,"340 Smith St, Sydney",7693,ACT,2001-06-03,641195424,
94693893861,Sydney Manufacturing Co Group,TRUST,Active,"659 Smith St, Canberra",9779,WA,1991-05-04,801071925,
83795010617,Ballarat Mining Corp,LTD,Deregistered,"271 Jones Ave, Melbourne",7047,QLD,2002-02-21,267060694,
44759764624,Geelong Automotive Pty Ltd,PART,Deregistered,"138 Jones Ave, Perth",7074,QLD,2008-07-11,770090822,
64140503300,Geelong Automotive Ltd,PTY,Active,"796 Wilson Dr, Canberra",5623,QLD,1998-06-25,364605498,
25919850836,Sydney Manufacturing Co Group,COOP,Cancelled,"850 Wilson Dr, Canberra",8449,NSW,1991-12-02,678537214,
12502245029,Perth Mining Services Pty Ltd,TRUST,Deregistered,"990 Brown Rd, Canberra",6227,VIC,2004-03-19,504505539,
18790879377,Adelaide Healthcare Group,PART,Deregistered,"51 Smith St, Melbourne",8716,VIC,2007-07-05,280625816,Adelaide Healthcare Trading
82930628604,Wollongong Steel Works Group,IND,Deregistered,"984 Taylor Ct, Canberra",4536,ACT,2006-05-25,222701103,Wollongong Steel Works Trading
91234785129,Bendigo Financial Services Corp,IND,Deregistered,"778 Jones Ave, Canberra",8113,TAS,2007-01-28,616212354,
43607945987,Melbourne Consulting Group Corp,IND,Deregistered,"742 Jones Ave, Sydney",5443,ACT,2014-12-02,766628873,Melbourne Consulting Group Trading
96397107078,Cairns Agriculture Ltd,PART,Deregistered,"50 Jones Ave, Canberra",6884,NT,2005-09-12,373737740,Cairns Agriculture Trading
49806146212,Cairns Agriculture Corp,PTY,Active,"137 Jones Ave, Adelaide",9547,SA,2007-08-03,537572018,
56865521540,Tech Solutions Australia Corp,COOP,Deregistered,"942 Brown Rd, Brisbane",1935,TAS,2017-09-12,200215154,Tech Solutions Australia Trading
29172381479,Darwin Transport Co Pty Ltd,CORP,Cancelled,"88 Wilson Dr, Adelaide",7948,TAS,2003-09-03,779771566,
46965913597,Bendigo Financial Services Group,PTY,Active,"736 Taylor Ct, Perth",5331,NSW,2017-02-14,132062657,
64452683931,Rockhampton Resources Pty Ltd,LTD,Deregistered,"244 Jones Ave, Perth",6522,TAS,2007-05-16,370529419,
90793049068,Canberra Education Services Group,COOP,Deregistered,"445 Jones Ave, Canberra",6167,SA,2013-06-17,553096841,
25289074510,Hobart Fisheries Corp,PART,Deregistered,"389 Smith St, Perth",2852,VIC,1993-08-16,389803517,Hobart Fisheries Trading
23455048288,Canberra Education Services Pty Ltd,PART,Cancelled,"727 Brown Rd, Sydney",5319,QLD,2006-07-25,606209124,
45246345784,Wollongong Steel Works Ltd,TRUST,Deregistered,"140 Brown Rd, Melbourne",5587,QLD,1998-12-17,366672229,Wollongong Steel Works Trading
33834162920,Geelong Automotive Ltd,PART,Cancelled,"518 Wilson Dr, Adelaide",5452,SA,2002-10-28,678509469,Geelong Automotive Trading
24117929254,Cairns Agriculture Pty Ltd,PART,Active,"999 Smith St, Perth",6777,SA,1997-03-05,983740303,Cairns Agriculture Trading
88796944571,Townsville Marine Services Ltd,PART,Deregistered,"874 Brown Rd, Melbourne",2711,NSW,2007-09-28,461016012,
40643349287,Melbourne Consulting Group Ltd,PTY,Active,"224 Jones Ave, Sydney",2312,NT,2018-11-01,174717587,Melbourne Consulting Group Trading
17473981643,Gold Coast Tourism Pty Ltd,CORP,Active,"716 Jones Ave, Canberra",5410,ACT,2001-08-05,641209426,
69277063004,Melbourne Consulting Group Group,PART,Deregistered,"260 Smith St, Perth",4538,TAS,1991-04-03,899309379,
71502081426,Ballarat Mining Ltd,TRUST,Cancelled,"13 Wilson Dr, Brisbane",7391,QLD,2016-07-10,102942686,
79135061221,Rockhampton Resources Corp,PTY,Cancelled,"907 Jones Ave, Brisbane",2636,ACT,2019-03-11,132886072,
33792137258,Launceston Timber Corp,COOP,Active,"939 Brown Rd, Perth",6274,VIC,2015-01-02,837444767,
33522523885,Ballarat Mining Pty Ltd,IND,Active,"188 Smith St, Sydney",3358,WA,2002-06-06,243846038,
19387295574,Toowoomba Manufacturing Pty Ltd,LTD,Active,"196 Jones Ave, Canberra",8602,SA,2012-01-11,337783080,
19255519174,Adelaide Healthcare Corp,CORP,Deregistered,"918 Smith St, Canberra",7626,NSW,2006-05-24,777464033,
63704794759,Sydney Manufacturing Co Corp,LTD,Active,"148 Smith St, Adelaide",5079,WA,1993-10-27,171092822,
34111588488,Darwin Transport Co Corp,TRUST,Cancelled,"277 Smith St, Brisbane",1217,VIC,2004-10-23,250465144,
11266943835,Tech Solutions Australia Ltd,TRUST,Deregistered,"936 Jones Ave, Sydney",3469,TAS,2005-07-06,806890126,
98233543261,Wollongong Steel Works Corp,PART,Active,"641 Smith St, Brisbane",5027,TAS,2012-09-18,676518327,Wollongong Steel Works Trading
61520965637,Darwin Transport Co Corp,PTY,Active,"880 Wilson Dr, Melbourne",9121,NSW,2018-05-03,143958189,Darwin Transport Co Trading
86556269122,Darwin Transport Co Pty Ltd,CORP,Deregistered,"86 Jones Ave, Canberra",1673,ACT,1998-11-03,589338557,
34587386509,Townsville Marine Services Corp,COOP,Deregistered,"254 Wilson Dr, Perth",5645,VIC,2014-02-04,845051705,
45432543791,Geelong Automotive Pty Ltd,COOP,Cancelled,"960 Wilson Dr, Melbourne",5300,WA,2014-07-01,727395438,
12458967105,Gold Coast Tourism Group,LTD,Deregistered,"495 Smith St, Adelaide",9858,NT,2008-01-08,190892961,
82212946459,Tech Solutions Australia Pty Ltd,COOP,Cancelled,"761 Smith St, Sydney",2368,QLD,2004-08-28,527300289,
46554636170,Geelong Automotive Group,PART,Deregistered,"196 Wilson Dr, Melbourne",4176,SA,1993-10-08,902452058,
93890517962,Toowoomba Manufacturing Ltd,CORP,Deregistered,"166 Brown Rd, Melbourne",9099,NT,2012-06-25,963006116,
13855320061,Tech Solutions Australia Group,LTD,Cancelled,"845 Smith St, Melbourne",1163,WA,2013-03-25,433347205,
85198375528,Ballarat Mining Corp,IND,Active,"928 Brown Rd, Melbourne",3500,WA,2006-04-02,343795186,Ballarat Mining Trading
42612270798,Sydney Manufacturing Co Corp,IND,Deregistered,"347 Jones Ave, Sydney",4896,NT,1999-01-23,423464506,Sydney Manufacturing Co Trading
53685667979,Wollongong Steel Works Ltd,COOP,Cancelled,"32 Jones Ave, Brisbane",8136,NSW,2021-12-13,109409734,
62608597786,Rockhampton Resources Ltd,COOP,Deregistered,"470 Smith St, Perth",6116,NSW,1993-04-25,480149568,
27799440327,Wollongong Steel Works Ltd,LTD,Deregistered,"578 Jones Ave, Melbourne",4547,ACT,2012-07-25,933099710,Wollongong Steel Works Trading
69277092266,Brisbane Software Systems Group,COOP,Active,"749 Jones Ave, Perth",3223,SA,2015-12-10,280578157,
68359419037,Perth Mining Services Corp,PTY,Deregistered,"926 Brown Rd, Melbourne",4118,NT,1996-11-22,222334242,
94290026499,Cairns Agriculture Pty Ltd,COOP,Cancelled,"837 Taylor Ct, Sydney",8817,SA,2002-06-09,637335041,
58202473572,Melbourne Consulting Group Group,PTY,Cancelled,"870 Wilson Dr, Sydney",2007,NSW,2000-05-10,737567680,
83458195136,Launceston Timber Pty Ltd,COOP,Active,"226 Wilson Dr, Canberra",6819,QLD,2004-05-05,317815528,
67192474840,Newcastle Construction Ltd,TRUST,Cancelled,"203 Brown Rd, Canberra",6129,VIC,2000-12-01,901694862,
10130561795,Canberra Education Services Group,IND,Active,"586 Brown Rd, Melbourne",8735,WA,2015-03-24,500540379,Canberra Education Services Trading
34811015824,Ballarat Mining Ltd,PART,Cancelled,"733 Brown Rd, Perth",8993,TAS,2015-11-22,685841463,
15944537798,Sydney Manufacturing Co Ltd,PTY,Cancelled,"496 Smith St, Perth",9398,VIC,2021-12-26,385787010,
82318715158,Canberra Education Services Corp,TRUST,Cancelled,"798 Jones Ave, Adelaide",9154,VIC,2007-08-28,783062928,Canberra Education Services Trading
87392702167,Gold Coast Tourism Corp,PTY,Deregistered,"227 Wilson Dr, Perth",6004,SA,2000-09-16,182735873,Gold Coast Tourism Trading
22469399690,Launceston Timber Group,IND,Deregistered,"757 Smith St, Brisbane",7916,NSW,2014-02-17,775432297,
71794138124,Rockhampton Resources Group,PTY,Cancelled,"445 Wilson Dr, Melbourne",3802,SA,2011-11-13,591884592,
71850538763,Canberra Education Services Corp,COOP,Cancelled,"974 Jones Ave, Sydney",3482,SA,2019-09-12,108551904,
80615222113,Brisbane Software Systems Corp,IND,Deregistered,"431 Brown Rd, Brisbane",8134,VIC,1995-01-26,517981744,
22151293911,Gold Coast Tourism Pty Ltd,TRUST,Deregistered,"766 Wilson Dr, Melbourne",5689,ACT,2023-12-12,163687101,
86992210050,Adelaide Healthcare Ltd,PART,Active,"954 Wilson Dr, Melbourne",4563,NSW,2018-08-26,941197332,
55103722532,Perth Mining Services Pty Ltd,IND,Deregistered,"679 Taylor Ct, Perth",2128,NT,2020-08-23,460528250,
27263981475,Newcastle Construction Group,TRUST,Active,"738 Smith St, Perth",5110,ACT,1994-09-23,469329691,
73272771885,Perth Mining Services Pty Ltd,IND,Cancelled,"537 Smith St, Perth",2865,QLD,2015-03-09,806939383,
95105892829,Sydney Manufacturing Co Group,IND,Cancelled,"38 Brown Rd, Melbourne",4294,SA,2016-06-09,958110673,
75294372973,Bendigo Financial Services Pty Ltd,IND,Cancelled,"287 Jones Ave, Sydney",6644,QLD,2017-06-09,765842262,Bendigo Financial Services Trading
20964495007,Cairns Agriculture Corp,IND,Deregistered,"865 Jones Ave, Brisbane",3567,QLD,2022-02-15,414387128,
64942028085,Rockhampton Resources Corp,COOP,Active,"237 Smith St, Canberra",2679,ACT,2004-02-25,309951621,
84414959847,Darwin Transport Co Ltd,IND,Deregistered,"774 Jones Ave, Melbourne",8834,TAS,2023-07-17,961542056,
10432191251,Townsville Marine Services Ltd,COOP,Deregistered,"974 Wilson Dr, Adelaide",8956,NT,2007-10-22,227059874,
22618830657,Townsville Marine Services Ltd,PTY,Cancelled,"981 Wilson Dr, Adelaide",2966,SA,1998-12-21,410485207,Townsville Marine Services Trading
96486115133,Sydney Manufacturing Co Pty Ltd,PTY,Deregistered,"662 Smith St, Sydney",6521,VIC,2023-09-01,194442995,
57715441007,Cairns Agriculture Group,IND,Cancelled,"786 Wilson Dr, Canberra",8437,NT,2024-01-06,486032798,
39496731092,Tech Solutions Australia Group,PTY,Active,"890 Wilson Dr, Canberra",7229,NT,2002-02-24,524843682,Tech Solutions Australia Trading
46299472668,Perth Mining Services Pty Ltd,LTD,Active,"842 Jones Ave, Perth",2354,ACT,2004-07-12,119993183,Perth Mining Services Trading
96501576283,Wollongong Steel Works Corp,PART,Cancelled,"707 Wilson Dr, Canberra",6940,VIC,2008-01-08,402337244,
70848849577,Cairns Agriculture Corp,IND,Cancelled,"236 Smith St, Brisbane",1957,ACT,2019-08-08,534735870,Cairns Agriculture Trading
40548677603,Townsville Marine Services Pty Ltd,LTD,Active,"840 Jones Ave, Perth",4322,SA,1997-09-15,958104293,
54949666536,Adelaide Healthcare Pty Ltd,CORP,Deregistered,"843 Jones Ave, Canberra",6860,NSW,2008-08-12,437980539,Adelaide Healthcare Trading
58443544307,Perth Mining Services Corp,PTY,Deregistered,"475 Jones Ave, Adelaide",1390,WA,2012-09-02,814682641,
14930613465,Bendigo Financial Services Corp,COOP,Deregistered,"980 Jones Ave, Melbourne",7965,VIC,2005-08-17,800542214,
22201088667,Wollongong Steel Works Corp,IND,Cancelled,"324 Smith St, Melbourne",5372,VIC,2002-05-27,935618720,
26171771627,Melbourne Consulting Group Pty Ltd,LTD,Cancelled,"570 Smith St, Perth",5180,SA,2003-10-14,100425257,
42806571745,Newcastle Construction Group,IND,Cancelled,"370 Jones Ave, Melbourne",3833,NT,2018-08-03,746402344,
56548206230,Geelong Automotive Pty Ltd,PTY,Deregistered,"303 Wilson Dr, Canberra",6709,ACT,1991-06-04,449443906,Geelong Automotive Trading
26727798325,Cairns Agriculture Corp,COOP,Deregistered,"718 Jones Ave, Brisbane",6814,NSW,1993-02-04,500275123,
95575706144,Hobart Fisheries Ltd,IND,Active,"807 Brown Rd, Perth",7310,SA,2003-03-16,972477318,
81107999552,Perth Mining Services Corp,IND,Cancelled,"868 Jones Ave, Melbourne",5711,ACT,2022-08-27,683120456,
76349872510,Bendigo Financial Services Ltd,COOP,Active,"590 Taylor Ct, Sydney",2487,TAS,2018-06-27,969227068,Bendigo Financial Services Trading
45461260602,Geelong Automotive Corp,PTY,Active,"575 Wilson Dr, Brisbane",5590,TAS,2003-09-26,582577719,
30160220781,Launceston Timber Corp,IND,Cancelled,"726 Jones Ave, Brisbane",7849,SA,2019-10-16,232739617,
44992687281,Gold Coast Tourism Pty Ltd,CORP,Active,"452 Taylor Ct, Brisbane",6164,ACT,2000-12-20,340955058,
10672037445,Darwin Transport Co Corp,LTD,Active,"74 Taylor Ct, Adelaide",3084,WA,1994-05-05,683910221,
49947817631,Bendigo Financial Services Corp,TRUST,Cancelled,"513 Taylor Ct, Adelaide",3545,QLD,2014-07-19,593509699,
79639288803,Adelaide Healthcare Ltd,COOP,Cancelled,"484 Brown Rd, Canberra",3859,ACT,1999-03-02,518602049,
43653374486,Brisbane Software Systems Pty Ltd,PART,Deregistered,"433 Jones Ave, Brisbane",2710,TAS,2021-12-18,715805915,
13956167567,Canberra Education Services Group,TRUST,Active,"410 Jones Ave, Canberra",4039,VIC,2006-02-04,303235531,Canberra Education Services Trading
92815162865,Brisbane Software Systems Group,CORP,Deregistered,"633 Brown Rd, Melbourne",2138,QLD,1992-10-12,357824713,Brisbane Software Systems Trading
48190861251,Geelong Automotive Group,PART,Cancelled,"312 Brown Rd, Perth",6116,ACT,2014-02-10,357953493,
